System Time,Speed (km/h),Throttle,Brake,Steering Angle,posX,posY,posZ,Date,Time,Seconds
2024-04-09 11:33:03.578,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.578000,0.0
2024-04-09 11:33:03.578,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.578000,0.0
2024-04-09 11:33:03.579,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.579000,0.0
2024-04-09 11:33:03.579,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.579000,0.0
2024-04-09 11:33:03.579,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.579000,0.0
2024-04-09 11:33:03.580,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.580000,0.0
2024-04-09 11:33:03.581,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.581000,0.033
2024-04-09 11:33:03.581,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.581000,0.033
2024-04-09 11:33:03.582,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.582000,0.033
2024-04-09 11:33:03.583,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.583000,0.033
2024-04-09 11:33:03.583,0.0,0.0,0.0,-1.311,-16688.02344,-25.53667,252.03899,2024-04-09,0 days 11:33:03.583000,0.033
2024-04-09 11:33:03.583,0.0,0.0,0.0,-1.311,-16688.02344,-25.53666,252.03899,2024-04-09,0 days 11:33:03.583000,0.033
2024-04-09 11:33:03.584,0.0,0.0,0.0,-1.311,-16688.02344,-25.53666,252.03899,2024-04-09,0 days 11:33:03.584000,0.063
2024-04-09 11:33:03.584,0.0,0.0,0.0,-1.311,-16688.02344,-25.53666,252.03899,2024-04-09,0 days 11:33:03.584000,0.063
2024-04-09 11:33:03.584,0.0,0.0,0.0,-1.311,-16688.02344,-25.53666,252.03899,2024-04-09,0 days 11:33:03.584000,0.063
2024-04-09 11:33:03.586,0.0,0.0,0.0,-1.311,-16688.02344,-25.53666,252.03899,2024-04-09,0 days 11:33:03.586000,0.063
2024-04-09 11:33:03.587,0.0,0.0,0.0,-1.311,-16688.02344,-25.53666,252.03899,2024-04-09,0 days 11:33:03.587000,0.063
2024-04-09 11:33:03.587,0.0,0.0,0.0,-1.311,-16688.02344,-25.53666,252.03899,2024-04-09,0 days 11:33:03.587000,0.063
