System Time,Speed (km/h),Throttle,Brake,Steering Angle,posX,posY,posZ,Date,Time,Seconds
2024-04-10 13:24:11.218,1.57,0.09,0.0,-17.27,-16687.94141,-25.53736,252.03812,2024-04-10,0 days 13:24:11.218000,0.0
2024-04-10 13:24:11.218,1.57,0.09,0.0,-17.27,-16687.9375,-25.53738,252.03825,2024-04-10,0 days 13:24:11.218000,0.0
2024-04-10 13:24:11.218,1.57,0.09,0.0,-17.27,-16687.93555,-25.5374,252.03839,2024-04-10,0 days 13:24:11.218000,0.0
2024-04-10 13:24:11.218,1.57,0.09,0.0,-17.27,-16687.93164,-25.53743,252.03854,2024-04-10,0 days 13:24:11.218000,0.0
2024-04-10 13:24:11.235,1.75,0.09,0.0,-17.198,-16687.92773,-25.53747,252.03871,2024-04-10,0 days 13:24:11.235000,0.015
2024-04-10 13:24:11.235,1.75,0.09,0.0,-17.198,-16687.92578,-25.53752,252.03889,2024-04-10,0 days 13:24:11.235000,0.015
2024-04-10 13:24:11.235,1.75,0.09,0.0,-17.198,-16687.92188,-25.53757,252.03912,2024-04-10,0 days 13:24:11.235000,0.015
2024-04-10 13:24:11.235,1.75,0.09,0.0,-17.198,-16687.91797,-25.53763,252.03937,2024-04-10,0 days 13:24:11.235000,0.015
2024-04-10 13:24:11.252,1.93,0.09,0.0,-17.118,-16687.91406,-25.53769,252.03963,2024-04-10,0 days 13:24:11.252000,0.048
2024-04-10 13:24:11.252,1.93,0.09,0.0,-17.118,-16687.91016,-25.53776,252.0399,2024-04-10,0 days 13:24:11.252000,0.048
2024-04-10 13:24:11.252,1.93,0.09,0.0,-17.118,-16687.90625,-25.53784,252.04018,2024-04-10,0 days 13:24:11.252000,0.048
2024-04-10 13:24:11.252,1.93,0.09,0.0,-17.118,-16687.90234,-25.53791,252.04045,2024-04-10,0 days 13:24:11.252000,0.048
2024-04-10 13:24:11.270,2.12,0.1,0.0,-17.003,-16687.89844,-25.53799,252.04073,2024-04-10,0 days 13:24:11.270000,0.066
2024-04-10 13:24:11.270,2.12,0.1,0.0,-17.003,-16687.89453,-25.53808,252.04097,2024-04-10,0 days 13:24:11.270000,0.066
2024-04-10 13:24:11.270,2.12,0.1,0.0,-17.003,-16687.89062,-25.53815,252.0412,2024-04-10,0 days 13:24:11.270000,0.066
2024-04-10 13:24:11.270,2.12,0.1,0.0,-17.003,-16687.88672,-25.53821,252.04141,2024-04-10,0 days 13:24:11.270000,0.066
2024-04-10 13:24:11.285,2.32,0.1,0.0,-16.874,-16687.88281,-25.53827,252.04161,2024-04-10,0 days 13:24:11.285000,0.081
2024-04-10 13:24:11.285,2.32,0.1,0.0,-16.874,-16687.87891,-25.53832,252.04176,2024-04-10,0 days 13:24:11.285000,0.081
2024-04-10 13:24:11.285,2.32,0.1,0.0,-16.874,-16687.87305,-25.53835,252.04192,2024-04-10,0 days 13:24:11.285000,0.081
2024-04-10 13:24:11.285,2.32,0.1,0.0,-16.874,-16687.86914,-25.53839,252.04205,2024-04-10,0 days 13:24:11.285000,0.081
2024-04-10 13:24:11.300,2.53,0.11,0.0,-16.737,-16687.86523,-25.53843,252.04221,2024-04-10,0 days 13:24:11.300000,0.081
2024-04-10 13:24:11.300,2.53,0.11,0.0,-16.737,-16687.85938,-25.53848,252.04236,2024-04-10,0 days 13:24:11.300000,0.1
2024-04-10 13:24:11.300,2.53,0.11,0.0,-16.737,-16687.85547,-25.53854,252.04251,2024-04-10,0 days 13:24:11.300000,0.1
2024-04-10 13:24:11.300,2.53,0.11,0.0,-16.737,-16687.84961,-25.5386,252.04265,2024-04-10,0 days 13:24:11.300000,0.1
2024-04-10 13:24:11.334,2.76,0.11,0.0,-16.617,-16687.8457,-25.53866,252.04279,2024-04-10,0 days 13:24:11.334000,0.1
2024-04-10 13:24:11.334,2.76,0.11,0.0,-16.617,-16687.83984,-25.53871,252.04291,2024-04-10,0 days 13:24:11.334000,0.116
2024-04-10 13:24:11.334,2.76,0.11,0.0,-16.617,-16687.83594,-25.53877,252.04303,2024-04-10,0 days 13:24:11.334000,0.116
2024-04-10 13:24:11.334,2.76,0.11,0.0,-16.617,-16687.83008,-25.53883,252.04314,2024-04-10,0 days 13:24:11.334000,0.116
2024-04-10 13:24:11.350,2.99,0.11,0.0,-16.51,-16687.82422,-25.53888,252.04324,2024-04-10,0 days 13:24:11.350000,0.116
2024-04-10 13:24:11.350,2.99,0.11,0.0,-16.51,-16687.81836,-25.53895,252.04332,2024-04-10,0 days 13:24:11.350000,0.149
2024-04-10 13:24:11.350,2.99,0.11,0.0,-16.51,-16687.81445,-25.53901,252.04338,2024-04-10,0 days 13:24:11.350000,0.149
2024-04-10 13:24:11.367,3.23,0.12,0.0,-16.405,-16687.80859,-25.53906,252.04344,2024-04-10,0 days 13:24:11.367000,0.149
2024-04-10 13:24:11.367,3.23,0.12,0.0,-16.405,-16687.80273,-25.5391,252.0435,2024-04-10,0 days 13:24:11.367000,0.149
