Total Time
2.3698833333333336
2.228016666666667
2.51625
2.9918
2.30675
1.9409333333333334
2.550616666666667
2.4518333333333335
1.8621333333333332
1.7724333333333333
1.6321166666666669
2.2321166666666667
2.8771666666666667
2.5218166666666666
