System Time,Speed (km/h),Throttle,Brake,Steering Angle,posX,posY,posZ,Date,Time,Seconds
2024-04-09 14:37:35.105,1.8,0.1,0.0,-7.23,-16687.9043,-25.53706,252.04034,2024-04-09,0 days 14:37:35.105000,0.0
2024-04-09 14:37:35.105,1.8,0.1,0.0,-7.23,-16687.90039,-25.53708,252.04062,2024-04-09,0 days 14:37:35.105000,0.032
2024-04-09 14:37:35.105,1.8,0.1,0.0,-7.23,-16687.89648,-25.53711,252.04086,2024-04-09,0 days 14:37:35.105000,0.032
2024-04-09 14:37:35.105,1.8,0.1,0.0,-7.23,-16687.89258,-25.53713,252.04111,2024-04-09,0 days 14:37:35.105000,0.032
2024-04-09 14:37:35.105,1.8,0.1,0.0,-7.23,-16687.88867,-25.53715,252.04132,2024-04-09,0 days 14:37:35.105000,0.032
2024-04-09 14:37:35.105,1.8,0.1,0.0,-7.23,-16687.88477,-25.53717,252.04152,2024-04-09,0 days 14:37:35.105000,0.032
2024-04-09 14:37:35.135,2.07,0.1,0.0,-7.165,-16687.88086,-25.53719,252.0417,2024-04-09,0 days 14:37:35.135000,0.032
2024-04-09 14:37:35.135,2.07,0.1,0.0,-7.165,-16687.875,-25.53721,252.04185,2024-04-09,0 days 14:37:35.135000,0.064
2024-04-09 14:37:35.135,2.07,0.1,0.0,-7.165,-16687.87109,-25.53722,252.04201,2024-04-09,0 days 14:37:35.135000,0.064
2024-04-09 14:37:35.135,2.07,0.1,0.0,-7.165,-16687.86719,-25.53724,252.04216,2024-04-09,0 days 14:37:35.135000,0.064
2024-04-09 14:37:35.135,2.07,0.1,0.0,-7.165,-16687.86133,-25.53726,252.04233,2024-04-09,0 days 14:37:35.135000,0.064
2024-04-09 14:37:35.135,2.07,0.1,0.0,-7.165,-16687.85742,-25.53729,252.0425,2024-04-09,0 days 14:37:35.135000,0.064
2024-04-09 14:37:35.169,2.37,0.11,0.0,-7.125,-16687.85156,-25.53732,252.04265,2024-04-09,0 days 14:37:35.169000,0.064
2024-04-09 14:37:35.169,2.37,0.11,0.0,-7.125,-16687.84766,-25.53736,252.0428,2024-04-09,0 days 14:37:35.169000,0.099
2024-04-09 14:37:35.169,2.37,0.11,0.0,-7.125,-16687.8418,-25.53738,252.04294,2024-04-09,0 days 14:37:35.169000,0.099
2024-04-09 14:37:35.169,2.37,0.11,0.0,-7.125,-16687.83789,-25.53741,252.04305,2024-04-09,0 days 14:37:35.169000,0.099
2024-04-09 14:37:35.169,2.37,0.11,0.0,-7.125,-16687.83203,-25.53743,252.04315,2024-04-09,0 days 14:37:35.169000,0.099
2024-04-09 14:37:35.169,2.37,0.11,0.0,-7.125,-16687.82617,-25.53746,252.04324,2024-04-09,0 days 14:37:35.169000,0.099
2024-04-09 14:37:35.200,2.69,0.12,0.0,-7.129,-16687.82227,-25.53749,252.04333,2024-04-09,0 days 14:37:35.200000,0.099
2024-04-09 14:37:35.200,2.69,0.12,0.0,-7.129,-16687.81641,-25.53753,252.04341,2024-04-09,0 days 14:37:35.200000,0.132
2024-04-09 14:37:35.200,2.69,0.12,0.0,-7.129,-16687.81055,-25.53756,252.04347,2024-04-09,0 days 14:37:35.200000,0.132
2024-04-09 14:37:35.200,2.69,0.12,0.0,-7.129,-16687.80469,-25.53758,252.04353,2024-04-09,0 days 14:37:35.200000,0.132
2024-04-09 14:37:35.200,2.69,0.12,0.0,-7.129,-16687.79883,-25.5376,252.04361,2024-04-09,0 days 14:37:35.200000,0.132
2024-04-09 14:37:35.219,3.01,0.12,0.0,-7.152,-16687.79297,-25.53763,252.04373,2024-04-09,0 days 14:37:35.219000,0.132
2024-04-09 14:37:35.219,3.01,0.12,0.0,-7.152,-16687.78711,-25.53766,252.04387,2024-04-09,0 days 14:37:35.219000,0.132
