System Time,Speed (km/h),Throttle,Brake,Steering Angle,posX,posY,posZ,Date,Time,Seconds
2024-04-10 15:18:51.201,0.0,0.0,0.0,0.0,-16688.02148,-25.53676,252.0569,2024-04-10,0 days 15:18:51.201000,0.0
2024-04-10 15:18:51.201,0.0,0.0,0.0,0.0,-16688.02148,-25.53675,252.05678,2024-04-10,0 days 15:18:51.201000,0.0
2024-04-10 15:18:51.201,0.0,0.0,0.0,0.0,-16688.02148,-25.53673,252.05661,2024-04-10,0 days 15:18:51.201000,0.0
2024-04-10 15:18:51.201,0.0,0.0,0.0,0.0,-16688.02148,-25.53672,252.0564,2024-04-10,0 days 15:18:51.201000,0.0
2024-04-10 15:18:51.219,0.01,0.0,0.0,0.0,-16688.02148,-25.53669,252.05612,2024-04-10,0 days 15:18:51.219000,0.013
2024-04-10 15:18:51.219,0.01,0.0,0.0,0.0,-16688.02148,-25.53666,252.0556,2024-04-10,0 days 15:18:51.219000,0.013
2024-04-10 15:18:51.219,0.01,0.0,0.0,0.0,-16688.02148,-25.53664,252.05487,2024-04-10,0 days 15:18:51.219000,0.013
2024-04-10 15:18:51.219,0.01,0.0,0.0,0.0,-16688.02148,-25.53662,252.05406,2024-04-10,0 days 15:18:51.219000,0.013
2024-04-10 15:18:51.234,0.02,0.0,0.0,-0.117,-16688.02148,-25.5366,252.05328,2024-04-10,0 days 15:18:51.234000,0.05
2024-04-10 15:18:51.234,0.02,0.0,0.0,-0.117,-16688.02148,-25.53657,252.0526,2024-04-10,0 days 15:18:51.234000,0.05
2024-04-10 15:18:51.234,0.02,0.0,0.0,-0.117,-16688.02148,-25.53657,252.05202,2024-04-10,0 days 15:18:51.234000,0.05
2024-04-10 15:18:51.234,0.02,0.0,0.0,-0.117,-16688.02148,-25.53656,252.05141,2024-04-10,0 days 15:18:51.234000,0.05
2024-04-10 15:18:51.250,0.03,0.0,0.0,-0.117,-16688.02148,-25.53654,252.05083,2024-04-10,0 days 15:18:51.250000,0.05
2024-04-10 15:18:51.250,0.03,0.0,0.0,-0.117,-16688.02344,-25.53654,252.05023,2024-04-10,0 days 15:18:51.250000,0.065
2024-04-10 15:18:51.250,0.03,0.0,0.0,-0.117,-16688.02344,-25.53653,252.04951,2024-04-10,0 days 15:18:51.250000,0.065
2024-04-10 15:18:51.250,0.03,0.0,0.0,-0.117,-16688.02344,-25.53652,252.04874,2024-04-10,0 days 15:18:51.250000,0.065
2024-04-10 15:18:51.268,0.05,0.0,0.0,-0.117,-16688.02344,-25.53653,252.04797,2024-04-10,0 days 15:18:51.268000,0.065
2024-04-10 15:18:51.268,0.05,0.0,0.0,-0.117,-16688.02344,-25.53654,252.04729,2024-04-10,0 days 15:18:51.268000,0.083
2024-04-10 15:18:51.268,0.05,0.0,0.0,-0.117,-16688.02344,-25.53656,252.04665,2024-04-10,0 days 15:18:51.268000,0.083
2024-04-10 15:18:51.268,0.05,0.0,0.0,-0.117,-16688.02344,-25.53658,252.04594,2024-04-10,0 days 15:18:51.268000,0.083
2024-04-10 15:18:51.284,0.05,0.0,0.0,-0.117,-16688.02344,-25.5366,252.0453,2024-04-10,0 days 15:18:51.284000,0.083
2024-04-10 15:18:51.284,0.05,0.0,0.0,-0.117,-16688.02344,-25.53661,252.04472,2024-04-10,0 days 15:18:51.284000,0.099
2024-04-10 15:18:51.284,0.05,0.0,0.0,-0.117,-16688.02344,-25.53662,252.04417,2024-04-10,0 days 15:18:51.284000,0.099
2024-04-10 15:18:51.284,0.05,0.0,0.0,-0.117,-16688.02344,-25.53664,252.04366,2024-04-10,0 days 15:18:51.284000,0.099
2024-04-10 15:18:51.317,0.06,0.0,0.0,-0.117,-16688.02344,-25.53666,252.04314,2024-04-10,0 days 15:18:51.317000,0.099
2024-04-10 15:18:51.317,0.06,0.0,0.0,-0.117,-16688.02344,-25.53668,252.0426,2024-04-10,0 days 15:18:51.317000,0.133
2024-04-10 15:18:51.317,0.06,0.0,0.0,-0.117,-16688.02344,-25.53669,252.0421,2024-04-10,0 days 15:18:51.317000,0.133
2024-04-10 15:18:51.317,0.06,0.0,0.0,-0.117,-16688.02344,-25.5367,252.04161,2024-04-10,0 days 15:18:51.317000,0.133
2024-04-10 15:18:51.333,0.05,0.0,0.0,-0.117,-16688.02344,-25.53673,252.04115,2024-04-10,0 days 15:18:51.333000,0.133
